Mois,Livrables conformes,Livrables dans la tolérance,Livrables non-conformes
Mai 2022,100,0,0
Mai 2022,100,0,0
Mai 2022,100,0,0
Mai 2022,100,0,0
Mai 2022,83,0,0
Mai 2022,7787,0,0
Mai 2022,12,0,0
Mai 2022,181,0,1
Mai 2022,259,0,0
Mai 2022,491,0,17
Mai 2022,314,0,0
Mai 2022,1448,0,14
Mai 2022,357,0,0
Mai 2022,329,0,0
Mai 2022,161,0,0
Mai 2022,352,0,4
Mai 2022,100,0,0
Mai 2022,100,0,0
Mai 2022,582,0,5
Mai 2022,253,0,4
Mai 2022,1,0,0
Mai 2022,1,0,0
Mai 2022,1,0,0
Mai 2022,1,0,0
Mai 2022,1,0,0
Mai 2022,1,0,0
Mai 2022,1,0,0
Mai 2022,171,0,2
Mai 2022,1,0,0
Mai 2022,39,0,0
Mai 2022,67,0,0
Mai 2022,1,0,0
Mai 2022,12,0,0
Mai 2022,3,0,0
Mai 2022,5,0,0
Mai 2022,3,0,0
Mai 2022,2,0,0
Mai 2022,8,0,0
Mai 2022,1,0,0
Mai 2022,1,0,0
Mai 2022,51,0,0
Mai 2022,4,0,0
Mai 2022,24,0,2
Mai 2022,28,0,2
Mai 2022,48,0,0
Mai 2022,10,0,0
Mai 2022,202,0,56
Mai 2022,677,0,0
Mai 2022,10,0,0
Mai 2022,946,0,0
Mai 2022,419,0,0
Mai 2022,150,0,0
Mai 2022,54,0,0
Mai 2022,0,0,0
Mai 2022,145,0,0
Mai 2022,109,0,0
Mai 2022,95,0,0
Mai 2022,1,0,1
Mai 2022,62,0,0
Mai 2022,67,0,0
Mai 2022,22,0,0
Mai 2022,216,0,0
Mai 2022,5,0,0
Mai 2022,133,0,7
Mai 2022,64,0,30
Mai 2022,12,0,0
Mai 2022,10,0,0
Jui 2022,100,0,0
Jui 2022,2,0,1
Jui 2022,1,0,0
Jui 2022,13,0,0
Jui 2022,752,0,52
Jui 2022,0,0,0
Jui 2022,6,0,0
Jui 2022,4,0,0
Jui 2022,11,0,0
Jui 2022,15,0,0
Jui 2022,4,0,0
Jui 2022,1,0,0
Jui 2022,1,0,0
Jui 2022,2,0,0
Jui 2022,36,0,0
Jui 2022,8,0,0
Jui 2022,3,0,0
Jui 2022,3,0,0
Jui 2022,3,0,0
Jui 2022,1,0,0
Jui 2022,1,0,0
Jui 2022,27,0,0
Jui 2022,2,0,0
Jui 2022,1,0,0
Jui 2022,4,0,0
Jui 2022,5,0,0
Jui 2022,60,0,0
Jui 2022,1,0,0
Jui 2022,279,0,0
Jui 2022,8,0,0
Jui 2022,1,0,0
Jui 2022,1,0,0
Jui 2022,100,0,0
Jui 2022,1,0,0
Jui 2022,1,0,0
Jui 2022,149,0,0
Jui 2022,1,0,0
Jui 2022,146,0,0
Jui 2022,29,0,0
Jui 2022,79,0,0
Jui 2022,5,0,1
Jui 2022,11,0,0
Jui 2022,381,0,0
Jui 2022,434,0,51
Jui 2022,1240,0,105
Jui 2022,8857,0,0
Jui 2022,390,0,0
Jui 2022,24,0,0
Jui 2022,1,0,0
Jui 2022,100,0,0
Jui 2022,100,0,0
Jui 2022,2,0,0
Jui 2022,2,0,0
Jui 2022,131,0,0
Jui 2022,1,0,0
Jui 2022,267,0,0
Jui 2022,25,0,0
Jui 2022,43,0,0
Jui 2022,8,0,0
Jui 2022,610,0,0
Jui 2022,66,0,0
Jui 2022,4,0,0
Jui 2022,240,0,0
Jui 2022,166,0,0
Jui 2022,276,0,0
Jui 2022,22,0,0
Jui 2022,198,0,0
Jui 2022,9,0,0
Jui 2022,820,0,0
Jui 2022,915,0,0
Jui 2022,154,0,0
Jui 2022,113,0,0
Jui 2022,283,0,0
Jui 2022,328,0,28
Jui 2022,296,0,0
Jui 2022,1485,0,39
Jui 2022,437,0,0
Jui 2022,341,0,0
Jui 2022,178,0,0
Jui 2022,253,0,0
Jui 2022,25,0,0
Jui 2022,369,0,0
Jui 2022,100,0,0
Jui 2022,100,0,0
Jui 2022,100,0,0
Jui 2022,100,0,0
Jui 2022,100,0,0
Jui 2022,100,0,0
Jui 2022,100,0,0
Jui 2022,100,0,0
Jui 2022,100,0,0
Jui 2022,100,0,0
Jui 2022,100,0,0
Jui 2022,17,0,0
Jui 2022,1,0,0
Jui 2022,2868,0,0
Jui 2022,51,0,0
Jui 2022,212,0,2
Jui 2022,1,0,0
Jui 2022,478,0,8
Jui 2022,325,0,2
Jui 2022,3,0,0
Jui 2022,156,0,0
Jui 2022,76,0,0
Jui 2022,56,0,0
Jui 2022,28,0,0
Jui 2022,18,0,0
Jui 2022,15,0,0
Jui 2022,1,0,0
Jui 2022,10,0,0
Jui 2022,260,0,0
Jui 2022,3,0,0
Jui 2022,53,0,0
Jui 2022,19,0,0
Jui 2022,4,0,0
Jui 2022,3,0,0
Jui 2022,4,0,0
Jui 2022,1,0,0
Jui 2022,13,0,0
Jui 2022,1,0,0
Jui 2022,394,0,0
Jui 2022,205,0,51
Jui 2022,141,0,0
Jui 2022,101,0,0
Jui 2022,128,0,17
Jui 2022,113,0,0
Jui 2022,0,0,0
Jui 2022,0,0,0
Jui 2022,0,0,0
Jui 2022,0,0,0
Jui 2022,1,0,3
Juil 2022,100,0,0
Juil 2022,1,0,0
Juil 2022,122,0,0
Juil 2022,1,0,0
Juil 2022,1,0,0
Juil 2022,25,0,0
Juil 2022,1,0,0
Juil 2022,1,0,0
Juil 2022,24,0,0
Juil 2022,6,0,0
Juil 2022,1,0,0
Juil 2022,1,0,0
Juil 2022,6,0,0
Juil 2022,1,0,0
Juil 2022,18,0,0
Juil 2022,4,0,0
Juil 2022,38,0,0
Juil 2022,2,0,0
Juil 2022,140,0,0
Juil 2022,412,0,0
Juil 2022,292,0,9
Juil 2022,42,0,0
Juil 2022,297,0,0
Juil 2022,254,0,0
Juil 2022,5421,0,0
Juil 2022,1,0,0
Juil 2022,1,0,0
Juil 2022,1,0,0
Juil 2022,1,0,0
Juil 2022,4,0,0
Juil 2022,1,0,0
Juil 2022,33,0,0
Juil 2022,2,0,0
Juil 2022,1,0,0
Juil 2022,1,0,0
Juil 2022,151,0,0
Juil 2022,15,0,0
Juil 2022,36,0,0
Juil 2022,9,0,0
Juil 2022,9,0,0
Juil 2022,277,0,0
Juil 2022,236,0,0
Juil 2022,229,0,0
Juil 2022,2,0,0
Juil 2022,3,0,0
Juil 2022,2,0,0
Juil 2022,6,0,0
Juil 2022,1,0,0
Juil 2022,2,0,0
Juil 2022,5,0,0
Juil 2022,2,0,0
Juil 2022,2,0,0
Juil 2022,380,0,85
Juil 2022,192,0,0
Juil 2022,308,0,15
Juil 2022,234,0,0
Juil 2022,1416,0,46
Juil 2022,404,0,0
Juil 2022,328,0,0
Juil 2022,4,0,0
Juil 2022,60,0,0
Juil 2022,107,0,0
Juil 2022,2,0,0
Juil 2022,332,0,0
Juil 2022,28,0,0
Juil 2022,108,0,0
Juil 2022,169,0,0
Juil 2022,108,0,0
Juil 2022,5,0,0
Juil 2022,119,0,0
Juil 2022,100,0,0
Juil 2022,100,0,0
Juil 2022,100,0,0
Juil 2022,100,0,0
Juil 2022,100,0,0
Juil 2022,100,0,0
Juil 2022,100,0,0
Juil 2022,100,0,0
Juil 2022,100,0,0
Juil 2022,100,0,0
Juil 2022,100,0,0
Juil 2022,100,0,0
Juil 2022,7,0,0
Juil 2022,6,0,0
Juil 2022,5,0,0
Juil 2022,4,0,0
Juil 2022,10,0,0
Juil 2022,5,0,0
Juil 2022,1,0,0
Juil 2022,2,0,1
Juil 2022,2739,0,0
Juil 2022,51,0,0
Juil 2022,5,0,0
Juil 2022,3,0,0
Juil 2022,5,0,0
Juil 2022,1,0,0
Juil 2022,0,0,0
Juil 2022,1,0,0
Juil 2022,74,0,0
Juil 2022,8,0,0
Juil 2022,2240,0,0
Juil 2022,18,0,0
Juil 2022,171,0,0
Juil 2022,1690,0,0
Juil 2022,474,0,0
Juil 2022,82,0,0
Juil 2022,393,0,0
Juil 2022,62,0,0
Juil 2022,165,0,0
Juil 2022,21,0,1
Juil 2022,577,0,99
Juil 2022,96,0,0
Juil 2022,40,0,0
Juil 2022,33,0,0
Juil 2022,150,0,0
Juil 2022,7,0,0
Juil 2022,174,0,0
Juil 2022,1,0,0
Juil 2022,1,0,0
Juil 2022,89,0,0
Juil 2022,1,0,0
Juil 2022,57,0,14
Juil 2022,1,0,0
Juil 2022,435,0,76
Juil 2022,140,0,0
Juil 2022,45,0,0
Juil 2022,0,0,0
Juil 2022,0,0,0
Juil 2022,2,0,0
Juil 2022,1,0,2
Aou 2022,100,0,0
Aou 2022,273,0,0
Aou 2022,152,0,0
Aou 2022,125,0,0
Aou 2022,6,0,0
Aou 2022,3,0,0
Aou 2022,9,0,0
Aou 2022,7,0,0
Aou 2022,3,0,0
Aou 2022,36,0,0
Aou 2022,2,0,0
Aou 2022,15,0,0
Aou 2022,1,0,0
Aou 2022,3,0,0
Aou 2022,246,0,0
Aou 2022,4,0,0
Aou 2022,5,0,0
Aou 2022,7,0,0
Aou 2022,1262,0,0
Aou 2022,1,0,0
Aou 2022,1,0,0
Aou 2022,1,0,0
Aou 2022,2,0,0
Aou 2022,1,0,0
Aou 2022,10,0,0
Aou 2022,24,0,0
Aou 2022,2,0,0
Aou 2022,1,0,0
Aou 2022,1,0,0
Aou 2022,6,0,0
Aou 2022,2,0,0
Aou 2022,1,0,0
Aou 2022,1,0,0
Aou 2022,53,0,0
Aou 2022,1,0,0
Aou 2022,0,0,1
Aou 2022,151,0,56
Aou 2022,22,0,0
Aou 2022,13,0,0
Aou 2022,10,0,0
Aou 2022,443,0,0
Aou 2022,119,0,0
Aou 2022,168,0,0
Aou 2022,111,0,0
Aou 2022,1,0,0
Aou 2022,49,0,0
Aou 2022,17,0,0
Aou 2022,366,0,42
Aou 2022,10,0,0
Aou 2022,9,0,0
Aou 2022,1960,0,0
Aou 2022,417,0,0
Aou 2022,5489,0,0
Aou 2022,141,0,0
Aou 2022,100,0,0
Aou 2022,100,0,0
Aou 2022,1,0,0
Aou 2022,1,0,0
Aou 2022,1,0,0
Aou 2022,1,0,0
Aou 2022,100,0,0
Aou 2022,100,0,0
Aou 2022,100,0,0
Aou 2022,125,0,0
Aou 2022,230,0,8
Aou 2022,156,0,0
Aou 2022,993,0,9
Aou 2022,192,0,0
Aou 2022,209,0,0
Aou 2022,81,0,0
Aou 2022,26,0,0
Aou 2022,4,0,0
Aou 2022,415,0,0
Aou 2022,562,0,0
Aou 2022,53,0,0
Aou 2022,51,0,0
Aou 2022,36,0,0
Aou 2022,1,0,0
Aou 2022,5,0,0
Aou 2022,7,0,0
Aou 2022,2,0,0
Aou 2022,14,0,0
Aou 2022,2,0,0
Aou 2022,268,0,1
Aou 2022,166,0,0
Aou 2022,36,0,0
Aou 2022,190,0,0
Aou 2022,22,0,0
Aou 2022,24,0,0
Aou 2022,10,0,0
Aou 2022,601,0,0
Aou 2022,354,0,0
Aou 2022,765,0,219
Aou 2022,77,0,0
Aou 2022,28,0,0
Aou 2022,14,0,0
Aou 2022,102,0,0
Aou 2022,5,0,0
Aou 2022,153,0,0
Aou 2022,1,0,0
Aou 2022,1,0,0
Aou 2022,54,0,0
Aou 2022,59,0,12
Aou 2022,1,0,0
Aou 2022,383,0,28
Aou 2022,140,0,0
Aou 2022,21,0,0
Aou 2022,2,0,0
Aou 2022,1,0,1
Sep 2022,94,0,94
Sep 2022,1179,0,0
Sep 2022,354,0,0
Sep 2022,238,0,2
Sep 2022,1,0,1
Sep 2022,2,0,2
Sep 2022,121,0,0
Sep 2022,14,0,0
Sep 2022,2,0,0
Sep 2022,1,0,0
Sep 2022,47,0,0
Sep 2022,17,0,0
Sep 2022,2,0,0
Sep 2022,56,0,0
Sep 2022,618,0,62
Sep 2022,1161,0,0
Sep 2022,3071,0,0
Sep 2022,3,0,0
Sep 2022,1,0,0
Sep 2022,0,0,0
Sep 2022,25,0,0
Sep 2022,688,0,0
Sep 2022,208,0,0
Sep 2022,191,0,0
Sep 2022,285,0,0
Sep 2022,100,0,0
Sep 2022,100,0,0
Sep 2022,100,0,0
Sep 2022,100,0,0
Sep 2022,100,0,0
Sep 2022,100,0,0
Sep 2022,100,0,0
Sep 2022,132,0,2
Sep 2022,100,0,0
Sep 2022,5,0,0
Sep 2022,9,0,0
Sep 2022,7,0,0
Sep 2022,1,0,0
Sep 2022,2,0,0
Sep 2022,42,0,0
Sep 2022,3,0,0
Sep 2022,20,0,0
Sep 2022,4,0,1
Sep 2022,3,0,1
Sep 2022,3,0,0
Sep 2022,2,0,0
Sep 2022,1,0,0
Sep 2022,4,0,0
Sep 2022,3080,0,0
Sep 2022,20,0,0
Sep 2022,7,0,0
Sep 2022,4,0,0
Sep 2022,2,0,0
Sep 2022,601,0,0
Sep 2022,743,0,0
Sep 2022,1,0,0
Sep 2022,320,0,71
Sep 2022,54,0,0
Sep 2022,4,0,0
Sep 2022,8,0,0
Sep 2022,375,0,0
Sep 2022,8,0,0
Sep 2022,18,0,0
Sep 2022,3,0,0
Sep 2022,1111,0,0
Sep 2022,1033,0,0
Sep 2022,105,0,0
Sep 2022,224,0,0
Sep 2022,176,0,16
Sep 2022,10,0,0
Sep 2022,50,0,0
Sep 2022,262,0,0
Sep 2022,1895,0,32
Sep 2022,455,0,0
Sep 2022,167,0,0
Sep 2022,438,0,0
Sep 2022,418,0,0
Sep 2022,78,0,0
Sep 2022,26,0,0
Sep 2022,10,0,0
Sep 2022,1,0,0
Sep 2022,316,0,0
Sep 2022,129,0,0
Sep 2022,32,0,0
Sep 2022,21,0,0
Sep 2022,5,0,0
Sep 2022,158,0,0
Sep 2022,342,0,0
Sep 2022,3,0,0
Sep 2022,68,0,0
Sep 2022,140,0,54
Sep 2022,884,0,337
Sep 2022,164,0,0
Sep 2022,84,0,0
Sep 2022,2,0,0
Sep 2022,15,0,0
Sep 2022,4,0,0
Sep 2022,8,0,0
Sep 2022,4,0,0
Sep 2022,11,0,0
Sep 2022,1,0,0
Sep 2022,2,0,0
Sep 2022,1,0,0
Sep 2022,655,0,60
Sep 2022,235,0,0
Sep 2022,119,0,0
Sep 2022,64,0,0
Sep 2022,6,0,0
Sep 2022,22,0,0
Sep 2022,7,0,0
Sep 2022,1,0,0
Sep 2022,310,0,0
Sep 2022,123,0,0
Sep 2022,1,0,0
Sep 2022,157,0,0
Sep 2022,1,0,0
Sep 2022,1,0,0
Sep 2022,0,0,0
Sep 2022,2,0,0
Sep 2022,0,0,0
Sep 2022,5,0,0
Oct 2022,320,0,0
Oct 2022,1,0,0
Oct 2022,182,0,0
Oct 2022,2,0,0
Oct 2022,22,0,0
Oct 2022,8,0,0
Oct 2022,45,0,2
Oct 2022,2,0,0
Oct 2022,59,0,0
Oct 2022,767,0,0
Oct 2022,5,0,0
Oct 2022,8,0,0
Oct 2022,6,0,0
Oct 2022,4,0,0
Oct 2022,726,0,34
Oct 2022,16,0,0
Oct 2022,1,0,0
Oct 2022,25,0,0
Oct 2022,1,0,0
Oct 2022,1,0,0
Oct 2022,1,0,0
Oct 2022,912,0,2
Oct 2022,8,0,0
Oct 2022,1148,0,0
Oct 2022,3,0,0
Oct 2022,9,0,0
Oct 2022,1,0,0
Oct 2022,359,0,0
Oct 2022,5,0,0
Oct 2022,344,0,59
Oct 2022,4,0,0
Oct 2022,141,0,0
Oct 2022,3,0,0
Oct 2022,335,0,0
Oct 2022,0,0,0
Oct 2022,48,0,0
Oct 2022,3,0,0
Oct 2022,28,0,0
Oct 2022,12,0,0
Oct 2022,397,0,0
Oct 2022,3,0,0
Oct 2022,637,0,0
Oct 2022,217,0,0
Oct 2022,2691,0,0
Oct 2022,800,0,0
Oct 2022,1,0,0
Oct 2022,9,0,0
Oct 2022,52,0,0
Oct 2022,241,0,0
Oct 2022,189,0,0
Oct 2022,1,0,0
Oct 2022,17,0,0
Oct 2022,44,0,0
Oct 2022,62,0,0
Oct 2022,1,0,0
Oct 2022,1084,0,0
Oct 2022,690,0,0
Oct 2022,12,0,0
Oct 2022,92,0,0
Oct 2022,232,0,0
Oct 2022,269,0,0
Oct 2022,187,0,8
Oct 2022,144,0,0
Oct 2022,874,0,2
Oct 2022,410,0,15
Oct 2022,1588,0,25
Oct 2022,1364,0,0
Oct 2022,4,0,0
Oct 2022,5,0,0
Oct 2022,1,0,0
Oct 2022,2,0,0
Oct 2022,8,0,0
Oct 2022,43,0,0
Oct 2022,1,0,0
Oct 2022,1,0,0
Oct 2022,4,0,0
Oct 2022,50,0,0
Oct 2022,1,0,0
Oct 2022,3,0,0
Oct 2022,3,0,3
Oct 2022,4,0,0
Oct 2022,84,0,0
Oct 2022,139,0,0
Oct 2022,155,0,0
Oct 2022,386,0,0
Oct 2022,63,0,0
Oct 2022,24,0,0
Oct 2022,105,0,0
Oct 2022,15,0,0
Oct 2022,161,0,0
Oct 2022,6,0,0
Oct 2022,13,0,0
Oct 2022,49,0,0
Oct 2022,190,0,76
Oct 2022,996,0,111
Oct 2022,1,0,0
Oct 2022,78,0,0
Oct 2022,120,0,0
Oct 2022,29,0,0
Oct 2022,93,0,0
Oct 2022,78,0,0
Oct 2022,3,0,0
Oct 2022,6,0,0
Oct 2022,2,0,0
Oct 2022,2,0,0
Oct 2022,3,0,0
Oct 2022,4,0,0
Oct 2022,1,0,0
Oct 2022,10,0,0
Oct 2022,1,0,0
Oct 2022,103,0,0
Oct 2022,7,0,0
Oct 2022,1,0,0
Oct 2022,4,0,2
Oct 2022,294,0,0
Nov 2022,20,0,0
Nov 2022,1,0,0
Nov 2022,300,0,0
Nov 2022,0,0,0
Nov 2022,227,0,11
Nov 2022,990,0,0
Nov 2022,414,0,118
Nov 2022,49,0,0
Nov 2022,3,0,0
Nov 2022,18,0,0
Nov 2022,1,0,0
Nov 2022,4,0,0
Nov 2022,0,0,0
Nov 2022,4,0,2
Nov 2022,1,0,1
Nov 2022,9,0,1
Nov 2022,1,0,0
Nov 2022,2,0,0
Nov 2022,2,0,0
Nov 2022,4,0,0
Nov 2022,1,0,0
Nov 2022,2,0,0
Nov 2022,502,0,0
Nov 2022,332,0,0
Nov 2022,6,0,1
Nov 2022,0,0,0
Nov 2022,6,0,0
Nov 2022,4,0,0
Nov 2022,12,0,0
Nov 2022,6,0,0
Nov 2022,369,0,0
Nov 2022,13,0,0
Nov 2022,1,0,0
Nov 2022,1,0,0
Nov 2022,1,0,0
Nov 2022,1,0,0
Nov 2022,1,0,0
Nov 2022,520,0,0
Nov 2022,16,0,0
Nov 2022,2,0,2
Nov 2022,31,0,0
Nov 2022,3,0,0
Nov 2022,165,0,0
Nov 2022,668,0,1
Nov 2022,186,0,0
Nov 2022,2,0,0
Nov 2022,2,0,0
Nov 2022,288,0,0
Nov 2022,185,0,2
Nov 2022,24,0,0
Nov 2022,2421,0,0
Nov 2022,637,0,42
Nov 2022,41,0,0
Nov 2022,4,0,0
Nov 2022,56,0,0
Nov 2022,684,0,0
Nov 2022,385,0,15
Nov 2022,182,0,0
Nov 2022,11,0,0
Nov 2022,19,0,0
Nov 2022,98,0,0
Nov 2022,23,0,0
Nov 2022,13,0,0
Nov 2022,256,0,15
Nov 2022,159,0,0
Nov 2022,0,0,0
Nov 2022,2,0,4
Nov 2022,4,0,0
Nov 2022,326,0,0
Nov 2022,26,0,0
Nov 2022,40,0,0
Nov 2022,46,0,0
Nov 2022,3,0,0
Nov 2022,5,0,0
Nov 2022,4,0,0
Nov 2022,163,0,0
Nov 2022,1,0,0
Nov 2022,33,0,0
Nov 2022,62,0,0
Nov 2022,341,0,0
Nov 2022,1019,0,0
Nov 2022,721,0,0
Nov 2022,397,0,20
Nov 2022,150,0,0
Nov 2022,100,0,0
Nov 2022,1954,0,13
Nov 2022,1515,0,0
Nov 2022,834,0,2
Nov 2022,144,0,0
Nov 2022,100,0,0
Nov 2022,77,0,0
Nov 2022,100,0,0
Nov 2022,100,0,0
Nov 2022,1,0,0
Nov 2022,1,0,0
Nov 2022,1,0,0
Nov 2022,2,0,0
Nov 2022,16,0,0
Nov 2022,1,0,0
Nov 2022,9,0,0
Nov 2022,12,0,0
Nov 2022,14,0,0
Nov 2022,3,0,0
Nov 2022,1,0,0
Nov 2022,3,0,0
Nov 2022,13,0,0
Nov 2022,2,0,0
Nov 2022,322,0,9
Nov 2022,8,0,0
Nov 2022,80,0,0
Nov 2022,0,0,0
Nov 2022,15,0,0
Nov 2022,66,0,0
Nov 2022,1570,0,0
Nov 2022,83,0,64
Nov 2022,143,0,0
Nov 2022,136,0,0
Dec 2022,1,0,0
Dec 2022,267,0,0
Dec 2022,7,0,2
Dec 2022,2,0,0
Dec 2022,252,0,0
Dec 2022,7,0,2
Dec 2022,1,0,0
Dec 2022,3,0,0
Dec 2022,2,0,0
Dec 2022,3,0,0
Dec 2022,8,0,0
Dec 2022,87,0,0
Dec 2022,6,0,0
Dec 2022,10,0,0
Dec 2022,4,0,0
Dec 2022,6,0,0
Dec 2022,12,0,0
Dec 2022,100,0,0
Dec 2022,4,0,0
Dec 2022,1928,0,0
Dec 2022,37,0,5
Dec 2022,20,0,80
Dec 2022,163,0,2
Dec 2022,2,0,0
Dec 2022,0,0,3
Dec 2022,2,0,0
Dec 2022,1,0,0
Dec 2022,12,0,0
Dec 2022,4,0,0
Dec 2022,4,0,0
Dec 2022,19,0,0
Dec 2022,1,0,0
Dec 2022,1,0,0
Dec 2022,1,0,0
Dec 2022,20,0,0
Dec 2022,3,0,0
Dec 2022,1,0,0
Dec 2022,1,0,0
Dec 2022,2,0,0
Dec 2022,2,0,0
Dec 2022,509,0,0
Dec 2022,41,0,0
Dec 2022,144,0,0
Dec 2022,14,0,0
Dec 2022,178,0,6
Dec 2022,1934,0,0
Dec 2022,58,0,62
Dec 2022,118,0,0
Dec 2022,794,0,0
Dec 2022,202,0,0
Dec 2022,153,0,0
Dec 2022,15,0,0
Dec 2022,7,0,0
Dec 2022,53,0,0
Dec 2022,6,0,0
Dec 2022,43,0,0
Dec 2022,18,0,0
Dec 2022,2,0,0
Dec 2022,100,0,0
Dec 2022,100,0,0
Dec 2022,100,0,0
Dec 2022,10,0,0
Dec 2022,101,0,0
Dec 2022,220,0,26
Dec 2022,3,0,0
Dec 2022,49,0,0
Dec 2022,95,0,0
Dec 2022,1000,0,0
Dec 2022,4,0,0
Dec 2022,978,0,0
Dec 2022,538,0,0
Dec 2022,150,0,0
Dec 2022,100,0,0
Dec 2022,25,0,0
Dec 2022,1,0,0
Dec 2022,1,0,0
Dec 2022,122,0,0
Dec 2022,135,0,0
Dec 2022,13,0,0
Dec 2022,1,0,0
Dec 2022,7,0,0
Dec 2022,1,0,0
Dec 2022,285,0,15
Dec 2022,110,0,0
Dec 2022,15,0,0
Dec 2022,159,0,2
Dec 2022,1265,0,0
Dec 2022,128,0,0
Dec 2022,9,0,0
Dec 2022,26,0,0
Dec 2022,12,0,0
Dec 2022,199,0,0
Dec 2022,33,0,0
Dec 2022,239,0,0
Dec 2022,276,0,23
Dec 2022,2,0,0
Dec 2022,8,0,0
Dec 2022,371,0,0
Dec 2022,14,0,0
Dec 2022,292,0,2
Dec 2022,254,0,3
Dec 2022,2071,0,0
Dec 2022,1,0,0
Dec 2022,1,0,0
Dec 2022,1,0,0
Dec 2022,105,0,0
Dec 2022,0,0,0
Dec 2022,64,0,3
Dec 2022,32,0,0
Dec 2022,1,0,0
Jan 2023,308,0,0
Jan 2023,142,0,0
Jan 2023,58,0,0
Jan 2023,15,0,0
Jan 2023,2,0,0
Jan 2023,23,0,0
Jan 2023,2,0,0
Jan 2023,252,0,90
Jan 2023,49,0,0
Jan 2023,185,0,62
Jan 2023,1000,0,0
Jan 2023,4,0,0
Jan 2023,5,0,1
Jan 2023,3,0,2
Jan 2023,16,0,0
Jan 2023,1,0,0
Jan 2023,142,0,0
Jan 2023,433,0,1
Jan 2023,3,0,0
Jan 2023,79,0,0
Jan 2023,4,0,0
Jan 2023,4,0,0
Jan 2023,2,0,0
Jan 2023,1,0,0
Jan 2023,1,0,4
Jan 2023,3,0,0
Jan 2023,1,0,0
Jan 2023,2,0,0
Jan 2023,3,0,0
Jan 2023,1,0,0
Jan 2023,2,0,0
Jan 2023,3,0,0
Jan 2023,2,0,0
Jan 2023,30,0,0
Jan 2023,174,0,0
Jan 2023,1,0,0
Jan 2023,2,0,0
Jan 2023,1,0,0
Jan 2023,364,0,2
Jan 2023,49,0,0
Jan 2023,6,0,0
Jan 2023,8,0,0
Jan 2023,6,0,0
Jan 2023,5,0,0
Jan 2023,3,0,0
Jan 2023,1,0,0
Jan 2023,12,0,0
Jan 2023,658,0,0
Jan 2023,17,0,3
Jan 2023,221,0,0
Jan 2023,855,0,11
Jan 2023,605,0,0
Jan 2023,223,0,0
Jan 2023,304,0,0
Jan 2023,213,0,0
Jan 2023,16,0,0
Jan 2023,46,0,0
Jan 2023,28,0,0
Jan 2023,5,0,0
Jan 2023,19,0,0
Jan 2023,545,0,0
Jan 2023,3,0,0
Jan 2023,1,0,0
Jan 2023,36,0,16
Jan 2023,9,0,0
Jan 2023,22,0,0
Jan 2023,10,0,0
Jan 2023,100,0,0
Jan 2023,103,0,0
Jan 2023,26,0,0
Jan 2023,55,0,0
Jan 2023,2606,0,0
Jan 2023,58,0,0
Jan 2023,24,0,0
Jan 2023,856,0,0
Jan 2023,505,0,0
Jan 2023,178,0,0
Jan 2023,111,0,0
Jan 2023,9,0,0
Jan 2023,59,0,0
Jan 2023,78,0,0
Jan 2023,544,0,1724
Jan 2023,250,0,0
Jan 2023,16,0,144
Jan 2023,100,0,0
Jan 2023,100,0,0
Jan 2023,100,0,0
Jan 2023,100,0,0
Jan 2023,243,0,0
Jan 2023,238,0,5
Jan 2023,302,0,13
Jan 2023,10,0,3
Jan 2023,1967,0,0
Jan 2023,1176,0,1
Jan 2023,202,0,0
Jan 2023,2028,0,0
Jan 2023,120,0,0
Jan 2023,270,0,5
Jan 2023,1,0,0
Jan 2023,1,0,0
Jan 2023,1,0,0
Jan 2023,13,0,0
Jan 2023,13,0,0
Jan 2023,1,0,0
Jan 2023,1,0,0
Jan 2023,4,0,0
Jan 2023,1,0,0
Jan 2023,12,0,0
Jan 2023,1,0,0
Jan 2023,134,0,0
Jan 2023,77,0,0
Jan 2023,1,0,0
Jan 2023,55,0,0
Fev 2023,305,0,0
Fev 2023,4,0,0
Fev 2023,289,0,15
Fev 2023,33,0,0
Fev 2023,1,0,0
Fev 2023,44,0,0
Fev 2023,40,0,0
Fev 2023,990,0,0
Fev 2023,125,0,0
Fev 2023,2,0,0
Fev 2023,3,0,1
Fev 2023,417,0,0
Fev 2023,33,0,1
Fev 2023,12,0,0
Fev 2023,160,0,23
Fev 2023,8,0,1
Fev 2023,2,0,2
Fev 2023,4,0,0
Fev 2023,2,0,0
Fev 2023,72,0,0
Fev 2023,4,0,0
Fev 2023,2,0,0
Fev 2023,39,0,28
Fev 2023,2,0,0
Fev 2023,2,0,0
Fev 2023,1,0,0
Fev 2023,2,0,0
Fev 2023,2,0,0
Fev 2023,3,0,0
Fev 2023,2,0,0
Fev 2023,8,0,0
Fev 2023,327,0,0
Fev 2023,182,0,0
Fev 2023,13,0,1
Fev 2023,6,0,0
Fev 2023,3,0,0
Fev 2023,11,0,0
Fev 2023,5,0,0
Fev 2023,783,0,0
Fev 2023,0,0,0
Fev 2023,412,0,0
Fev 2023,19,0,0
Fev 2023,27,0,0
Fev 2023,22,0,0
Fev 2023,89,0,0
Fev 2023,2445,0,0
Fev 2023,766,0,20
Fev 2023,22,0,0
Fev 2023,131,0,0
Fev 2023,1,0,0
Fev 2023,36,0,5
Fev 2023,557,0,0
Fev 2023,287,0,0
Fev 2023,50,0,0
Fev 2023,13,0,0
Fev 2023,25,0,0
Fev 2023,12,0,0
Fev 2023,358,0,0
